"Time","MemoryUsed"
2026-01-08 04:45:00,183829278720
2026-01-08 04:50:00,184682033971
2026-01-08 04:55:00,185644598067
2026-01-08 05:00:00,190180349542
2026-01-08 05:05:00,190590106829
2026-01-08 05:10:00,192423150387
2026-01-08 05:15:00,194630918472
2026-01-08 05:20:00,196636333670
2026-01-08 05:25:00,196924988621
2026-01-08 05:30:00,201493246771
2026-01-08 05:35:00,202694561792
2026-01-08 05:40:00,206397037773
2026-01-08 05:45:00,207829596897
2026-01-08 05:50:00,212054532096
2026-01-08 05:55:00,217069098762
2026-01-08 06:00:00,228421689836
2026-01-08 06:05:00,230519022879
2026-01-08 06:10:00,233742712504
2026-01-08 06:15:00,236301714391
2026-01-08 06:20:00,242246358958
2026-01-08 06:25:00,249017234719
2026-01-08 06:30:00,262805408973
2026-01-08 06:35:00,267234779464
2026-01-08 06:40:00,274336787825
2026-01-08 06:45:00,272728859279
2026-01-08 06:50:00,272212763443
2026-01-08 06:55:00,295861314028
2026-01-08 07:00:00,307763271434
2026-01-08 07:05:00,313223289569
2026-01-08 07:10:00,318794640425
2026-01-08 07:15:00,317934130627
2026-01-08 07:20:00,318824709161
2026-01-08 07:25:00,321803970478
2026-01-08 07:30:00,319450002719
2026-01-08 07:35:00,317402257490
2026-01-08 07:40:00,313923854336
2026-01-08 07:45:00,309953424753
2026-01-08 07:50:00,298628888658
2026-01-08 07:55:00,299926281257
2026-01-08 08:00:00,319841853112
2026-01-08 08:05:00,347192413880
2026-01-08 08:10:00,345361792369
2026-01-08 08:15:00,347040028918
2026-01-08 08:20:00,344535977001
2026-01-08 08:25:00,342085141791
2026-01-08 08:30:00,346992041984
2026-01-08 08:35:00,341533307208
2026-01-08 08:40:00,345353918382
2026-01-08 08:45:00,342486458532
2026-01-08 08:50:00,346668050678
2026-01-08 08:55:00,345906667520
2026-01-08 09:00:00,349493544714
2026-01-08 09:05:00,348696703468
2026-01-08 09:10:00,348599251108
2026-01-08 09:15:00,349961387868
2026-01-08 09:20:00,349181780623
2026-01-08 09:25:00,346860746342
2026-01-08 09:30:00,349059285811
2026-01-08 09:35:00,349064110080
2026-01-08 09:40:00,347535400632
2026-01-08 09:45:00,352465579540
2026-01-08 09:50:00,347791075410
2026-01-08 09:55:00,348813590364
2026-01-08 10:00:00,353051379958
2026-01-08 10:05:00,347316552335
2026-01-08 10:10:00,349764576543
2026-01-08 10:15:00,352024552079
2026-01-08 10:20:00,350402821161
2026-01-08 10:25:00,351994184827
2026-01-08 10:30:00,354520239636
2026-01-08 10:35:00,349306078495
2026-01-08 10:40:00,343337507226
2026-01-08 10:45:00,349018181632
2026-01-08 10:50:00,349023454003
2026-01-08 10:55:00,351868476129
2026-01-08 11:00:00,353086547558
2026-01-08 11:05:00,353461808824
2026-01-08 11:10:00,349760034406
2026-01-08 11:15:00,355826458296
2026-01-08 11:20:00,349990827295
2026-01-08 11:25:00,353963857019
2026-01-08 11:30:00,368041582920
2026-01-08 11:35:00,361793720484
2026-01-08 11:40:00,357603597681
2026-01-08 11:45:00,360187578450
2026-01-08 11:50:00,363247773286
2026-01-08 11:55:00,359753921495
2026-01-08 12:00:00,370791677788
2026-01-08 12:05:00,361698693939
2026-01-08 12:10:00,358526862787
2026-01-08 12:15:00,362786817147
2026-01-08 12:20:00,362664759788
2026-01-08 12:25:00,361397869773
2026-01-08 12:30:00,358088585708
2026-01-08 12:35:00,353754884833
2026-01-08 12:40:00,350416233267
2026-01-08 12:45:00,340098925036
2026-01-08 12:50:00,326109456794
2026-01-08 12:55:00,315699583877
2026-01-08 13:00:00,335513372918
2026-01-08 13:05:00,327076866458
2026-01-08 13:10:00,311909600297
2026-01-08 13:15:00,308628364820
2026-01-08 13:20:00,305154004255
2026-01-08 13:25:00,306131053117
2026-01-08 13:30:00,307705047613
2026-01-08 13:35:00,304919196140
2026-01-08 13:40:00,303029548810
2026-01-08 13:45:00,307701326479
2026-01-08 13:50:00,307498843832
2026-01-08 13:55:00,305183033426
2026-01-08 14:00:00,323646032773
2026-01-08 14:05:00,327311535145
2026-01-08 14:10:00,318754607596
2026-01-08 14:15:00,314357826519
2026-01-08 14:20:00,305310911037
2026-01-08 14:25:00,307520846234
2026-01-08 14:30:00,305982101422
2026-01-08 14:35:00,307455835832
2026-01-08 14:40:00,304110335590
2026-01-08 14:45:00,305839349924
2026-01-08 14:50:00,305604485939
2026-01-08 14:55:00,306647419945
2026-01-08 15:00:00,307352762286
2026-01-08 15:05:00,306592499958
2026-01-08 15:10:00,311524437524
2026-01-08 15:15:00,316288910131
2026-01-08 15:20:00,313164089590
2026-01-08 15:25:00,313704699003
2026-01-08 15:30:00,312322438758
2026-01-08 15:35:00,310189919109
2026-01-08 15:40:00,317166592655
2026-01-08 15:45:00,326069680046
2026-01-08 15:50:00,321074868060
2026-01-08 15:55:00,319536628367
2026-01-08 16:00:00,319908034806
2026-01-08 16:05:00,318630162760
2026-01-08 16:10:00,311325669786
2026-01-08 16:15:00,345555262505
2026-01-08 16:20:00,336251205550
2026-01-08 16:25:00,362991030927
2026-01-08 16:30:00,354302529536
2026-01-08 16:35:00,322120269332
2026-01-08 16:40:00,345017834537
2026-01-08 16:45:00,345051621294
2026-01-08 16:50:00,369148736143
2026-01-08 16:55:00,344876938527
2026-01-08 17:00:00,414299784479
2026-01-08 17:05:00,335161095291
2026-01-08 17:10:00,446542362542
2026-01-08 17:15:00,227409077862
2026-01-08 17:20:00,331318085386
2026-01-08 17:25:00,346423495393
2026-01-08 17:30:00,440315534541
2026-01-08 17:35:00,393218291302
2026-01-08 17:40:00,269540168499
2026-01-08 17:45:00,218113245839
2026-01-08 17:50:00,449803095245
2026-01-08 17:55:00,426665418588
2026-01-08 18:00:00,405328112026
2026-01-08 18:05:00,191326060380
2026-01-08 18:10:00,448012135793
2026-01-08 18:15:00,427594409902
2026-01-08 18:20:00,442070328279
2026-01-08 18:25:00,438441938452
2026-01-08 18:30:00,435431616348
2026-01-08 18:35:00,370793750528
2026-01-08 18:40:00,342075737047
2026-01-08 18:45:00,332840637727
2026-01-08 18:50:00,323885585367
2026-01-08 18:55:00,322179141140
2026-01-08 19:00:00,329176215880
2026-01-08 19:05:00,332324791419
2026-01-08 19:10:00,333208569610
2026-01-08 19:15:00,334671759933
2026-01-08 19:20:00,334708762542
2026-01-08 19:25:00,332831495291
2026-01-08 19:30:00,335178202972
2026-01-08 19:35:00,332747073290
2026-01-08 19:40:00,330747938243
2026-01-08 19:45:00,333001641656
2026-01-08 19:50:00,331348433142
2026-01-08 19:55:00,330497754071
2026-01-08 20:00:00,337726026711
2026-01-08 20:05:00,333040815964
2026-01-08 20:10:00,335110672548
2026-01-08 20:15:00,336823465574
2026-01-08 20:20:00,333686837740
2026-01-08 20:25:00,335352120771
2026-01-08 20:30:00,335673970360
2026-01-08 20:35:00,334692557128
2026-01-08 20:40:00,331713409679
2026-01-08 20:45:00,333476774380
2026-01-08 20:50:00,332542105682
2026-01-08 20:55:00,330644603208
2026-01-08 21:00:00,335376627139
2026-01-08 21:05:00,331446404383
2026-01-08 21:10:00,334955704648
2026-01-08 21:15:00,331956757627
2026-01-08 21:20:00,302290899927
2026-01-08 21:25:00,357610001203
2026-01-08 21:30:00,324562487706
2026-01-08 21:35:00,310738074337
2026-01-08 21:40:00,309259198464
2026-01-08 21:45:00,314902745416
2026-01-08 21:50:00,317616742892
2026-01-08 21:55:00,319210788127
2026-01-08 22:00:00,325184174981
2026-01-08 22:05:00,322131663421
2026-01-08 22:10:00,321066187162
2026-01-08 22:15:00,323287615734
2026-01-08 22:20:00,321948831089
2026-01-08 22:25:00,322898624512
2026-01-08 22:30:00,324657195254
2026-01-08 22:35:00,318120112128
2026-01-08 22:40:00,317133256294
2026-01-08 22:45:00,307196191539
2026-01-08 22:50:00,292613271880
2026-01-08 22:55:00,290678024110
2026-01-08 23:00:00,290792580383
2026-01-08 23:05:00,294270405509
2026-01-08 23:10:00,296259883663
2026-01-08 23:15:00,297211558953
2026-01-08 23:20:00,298343389921
2026-01-08 23:25:00,298504115487
2026-01-08 23:30:00,294053324554
2026-01-08 23:35:00,276146830541
2026-01-08 23:40:00,275644599992
2026-01-08 23:45:00,276493623624
2026-01-08 23:50:00,277516470354
2026-01-08 23:55:00,276567461888
2026-01-09 00:00:00,299420390687
2026-01-09 00:05:00,308350693704
2026-01-09 00:10:00,302162359419
2026-01-09 00:15:00,303571502858
2026-01-09 00:20:00,324378367427
2026-01-09 00:25:00,344941758710
2026-01-09 00:30:00,345616689070
2026-01-09 00:35:00,358345595126
2026-01-09 00:40:00,452833833452
2026-01-09 00:45:00,224645218632
2026-01-09 00:50:00,311620918313
2026-01-09 00:55:00,377197573734
2026-01-09 01:00:00,417314392637
2026-01-09 01:05:00,360056046060
2026-01-09 01:10:00,362065265132
2026-01-09 01:15:00,313998344028
2026-01-09 01:20:00,299634933350
2026-01-09 01:25:00,361788068495
2026-01-09 01:30:00,408320492175
2026-01-09 01:35:00,440227411231
2026-01-09 01:40:00,388480779551
2026-01-09 01:45:00,323526673367
2026-01-09 01:50:00,287082588570
2026-01-09 01:55:00,235292335145
2026-01-09 02:00:00,189140222771
2026-01-09 02:05:00,341675964826
2026-01-09 02:10:00,228212632781
2026-01-09 02:15:00,157692443853
2026-01-09 02:20:00,349988390994
2026-01-09 02:25:00,346109332521
2026-01-09 02:30:00,383880994324
2026-01-09 02:35:00,167683896934
2026-01-09 02:40:00,199524238459
2026-01-09 02:45:00,235591471596
2026-01-09 02:50:00,372100116644
2026-01-09 02:55:00,354121812541
2026-01-09 03:00:00,432172991119
2026-01-09 03:05:00,404801320714
2026-01-09 03:10:00,170727918305
2026-01-09 03:15:00,317732408033
2026-01-09 03:20:00,246460476785
2026-01-09 03:25:00,202311754383
2026-01-09 03:30:00,183867896955
2026-01-09 03:35:00,182777563546
2026-01-09 03:40:00,182283078042
2026-01-09 03:45:00,192646100419
2026-01-09 03:50:00,183285219328
2026-01-09 03:55:00,182692379853
2026-01-09 04:00:00,196500142326
2026-01-09 04:05:00,181573204378
2026-01-09 04:10:00,181473188250
2026-01-09 04:15:00,192510309499
2026-01-09 04:20:00,183369573990
2026-01-09 04:25:00,182895203942
2026-01-09 04:30:00,183940237722
2026-01-09 04:35:00,184429271450
2026-01-09 04:40:00,185022822810
2026-01-09 04:45:00,185865849242
2026-01-09 04:50:00,196583400899
2026-01-09 04:55:00,181997486244
2026-01-09 05:00:00,197466020905
2026-01-09 05:05:00,198874940375
2026-01-09 05:10:00,191648580403
2026-01-09 05:15:00,193181343744
2026-01-09 05:20:00,196926792499
2026-01-09 05:25:00,192190405018
2026-01-09 05:30:00,199810777088
2026-01-09 05:35:00,198534926172
2026-01-09 05:40:00,231326111826
2026-01-09 05:45:00,209559892787
2026-01-09 05:50:00,212692794737
2026-01-09 05:55:00,218336299745
2026-01-09 06:00:00,230788187423
2026-01-09 06:05:00,233558857155
2026-01-09 06:10:00,235363031122
2026-01-09 06:15:00,234472196014
2026-01-09 06:20:00,240669502833
2026-01-09 06:25:00,246514763858
2026-01-09 06:30:00,258933001748
2026-01-09 06:35:00,264941153812
2026-01-09 06:40:00,271210892984
2026-01-09 06:45:00,278990401536
2026-01-09 06:50:00,284569717309
2026-01-09 06:55:00,274853701878
2026-01-09 07:00:00,295099682488
2026-01-09 07:05:00,286590320476
2026-01-09 07:10:00,310470567363
2026-01-09 07:15:00,316307733709
2026-01-09 07:20:00,314034581012
2026-01-09 07:25:00,314451519406
2026-01-09 07:30:00,309510843433
2026-01-09 07:35:00,315334403195
2026-01-09 07:40:00,311356240527
2026-01-09 07:45:00,303969652408
2026-01-09 07:50:00,300075666473
2026-01-09 07:55:00,263929892045
2026-01-09 08:00:00,312688537436
2026-01-09 08:05:00,269990248940
2026-01-09 08:10:00,313451738071
2026-01-09 08:15:00,321220774953
2026-01-09 08:20:00,313509729075
2026-01-09 08:25:00,315752877752
2026-01-09 08:30:00,316830324163
2026-01-09 08:35:00,307433703342
2026-01-09 08:40:00,309111441490
2026-01-09 08:45:00,328601731727
2026-01-09 08:50:00,307210791158
2026-01-09 08:55:00,311973341102
2026-01-09 09:00:00,303773690757
2026-01-09 09:05:00,333999300444
2026-01-09 09:10:00,338974998200
2026-01-09 09:15:00,328112728801
2026-01-09 09:20:00,325238332129
2026-01-09 09:25:00,342659615293
2026-01-09 09:30:00,347585208156
2026-01-09 09:35:00,345945445007
2026-01-09 09:40:00,343949183058
2026-01-09 09:45:00,346482762711
2026-01-09 09:50:00,346955873321
2026-01-09 09:55:00,343129548063
2026-01-09 10:00:00,357154752594
2026-01-09 10:05:00,345765541642
2026-01-09 10:10:00,344029923738
2026-01-09 10:15:00,349559221617
2026-01-09 10:20:00,346165924495
2026-01-09 10:25:00,343873579745
2026-01-09 10:30:00,352001657897
2026-01-09 10:35:00,348501907538
2026-01-09 10:40:00,344320231834
2026-01-09 10:45:00,345574177014
2026-01-09 10:50:00,346978462433
2026-01-09 10:55:00,348415010079
2026-01-09 11:00:00,352987213005
2026-01-09 11:05:00,350968371610
2026-01-09 11:10:00,349713750917
2026-01-09 11:15:00,353176372838
2026-01-09 11:20:00,350461936271
2026-01-09 11:25:00,345936897638
2026-01-09 11:30:00,356459030938
2026-01-09 11:35:00,353079471964
2026-01-09 11:40:00,354380231639
2026-01-09 11:45:00,344375871078
2026-01-09 11:50:00,324625226793
2026-01-09 11:55:00,321151243223
2026-01-09 12:00:00,334763971543
2026-01-09 12:05:00,326906918502
2026-01-09 12:10:00,336157479895
2026-01-09 12:15:00,327045562040
2026-01-09 12:20:00,320307902054
2026-01-09 12:25:00,326213283021
2026-01-09 12:30:00,332893835100
2026-01-09 12:35:00,331960547738
2026-01-09 12:40:00,331651998024
2026-01-09 12:45:00,335413186888
2026-01-09 12:50:00,330895674081
2026-01-09 12:55:00,329627679130
2026-01-09 13:00:00,332309369487
2026-01-09 13:05:00,333397753856
2026-01-09 13:10:00,335026708152
2026-01-09 13:15:00,339211242045
2026-01-09 13:20:00,328919329669
2026-01-09 13:25:00,322792935424
2026-01-09 13:30:00,353530096517
2026-01-09 13:35:00,339119366636
2026-01-09 13:40:00,335142540083
2026-01-09 13:45:00,335199036703
2026-01-09 13:50:00,334416188703
2026-01-09 13:55:00,333550856929
2026-01-09 14:00:00,336584364851
2026-01-09 14:05:00,334209201439
2026-01-09 14:10:00,338107688714
2026-01-09 14:15:00,341469434511
2026-01-09 14:20:00,297932989563
2026-01-09 14:25:00,339089939661
2026-01-09 14:30:00,356094617354
2026-01-09 14:35:00,349242889830
2026-01-09 14:40:00,349268434780
2026-01-09 14:45:00,353731356754
2026-01-09 14:50:00,351225086116
2026-01-09 14:55:00,346026098524
2026-01-09 15:00:00,375906970010
2026-01-09 15:05:00,337071594373
2026-01-09 15:10:00,308022676357
2026-01-09 15:15:00,316524252365
2026-01-09 15:20:00,298332405924
2026-01-09 15:25:00,335695383757
2026-01-09 15:30:00,359911728415
2026-01-09 15:35:00,340407811113
2026-01-09 15:40:00,340699880489
2026-01-09 15:45:00,364286277878
2026-01-09 15:50:00,338940375532
2026-01-09 15:55:00,342491799060
2026-01-09 16:00:00,366331126743
2026-01-09 16:05:00,342370564178
2026-01-09 16:10:00,342943290327
2026-01-09 16:15:00,364270211891
2026-01-09 16:20:00,318905726239
2026-01-09 16:25:00,326856103035
2026-01-09 16:30:00,382331201290
2026-01-09 16:35:00,450412405391
2026-01-09 16:40:00,360293448090
2026-01-09 16:45:00,311075743498
2026-01-09 16:50:00,362670873805
2026-01-09 16:55:00,173441954284
2026-01-09 17:00:00,148974155366
2026-01-09 17:05:00,271083415798
2026-01-09 17:10:00,387472190013
2026-01-09 17:15:00,162689811251
2026-01-09 17:20:00,403706033439
2026-01-09 17:25:00,241793485537
2026-01-09 17:30:00,151778803712
2026-01-09 17:35:00,146061637714
2026-01-09 17:40:00,359125861499
2026-01-09 17:45:00,198390017884
2026-01-09 17:50:00,153552027484
2026-01-09 17:55:00,331051898743
2026-01-09 18:00:00,400161480049
2026-01-09 18:05:00,311683735880
2026-01-09 18:10:00,391512023204
2026-01-09 18:15:00,257612035850
2026-01-09 18:20:00,378408237138
2026-01-09 18:25:00,234154683802
2026-01-09 18:30:00,388972849562
2026-01-09 18:35:00,189733051269
2026-01-09 18:40:00,277444012769
2026-01-09 18:45:00,404791944151
2026-01-09 18:50:00,314388792443
2026-01-09 18:55:00,409572910367
2026-01-09 19:00:00,419800038441
2026-01-09 19:05:00,413114826588
2026-01-09 19:10:00,421146151813
2026-01-09 19:15:00,416865567375
2026-01-09 19:20:00,410421416919
2026-01-09 19:25:00,454375711212
2026-01-09 19:30:00,415150607565
2026-01-09 19:35:00,379503931556
2026-01-09 19:40:00,343303597261
2026-01-09 19:45:00,332717629440
2026-01-09 19:50:00,318604074189
2026-01-09 19:55:00,312662735913
2026-01-09 20:00:00,333651888210
2026-01-09 20:05:00,311621361172
2026-01-09 20:10:00,307604626801
2026-01-09 20:15:00,322579566592
2026-01-09 20:20:00,313296800645
2026-01-09 20:25:00,318833898619
2026-01-09 20:30:00,324067633398
2026-01-09 20:35:00,316717531136
2026-01-09 20:40:00,318337971487
2026-01-09 20:45:00,308406222848
2026-01-09 20:50:00,311019323392
2026-01-09 20:55:00,312306246287
2026-01-09 21:00:00,328151209574
2026-01-09 21:05:00,307711801098
2026-01-09 21:10:00,303421606298
2026-01-09 21:15:00,313558368911
2026-01-09 21:20:00,313175702733
2026-01-09 21:25:00,311461629788
2026-01-09 21:30:00,322091480678
2026-01-09 21:35:00,314110387978
2026-01-09 21:40:00,317932726354
2026-01-09 21:45:00,329189805916
2026-01-09 21:50:00,312864357253
2026-01-09 21:55:00,312736638730
2026-01-09 22:00:00,325000313897
2026-01-09 22:05:00,316120759665
2026-01-09 22:10:00,316725167227
2026-01-09 22:15:00,318641350574
2026-01-09 22:20:00,309323153080
2026-01-09 22:25:00,311067286077
2026-01-09 22:30:00,311900048589
2026-01-09 22:35:00,289384148664
2026-01-09 22:40:00,281180297134
2026-01-09 22:45:00,279560849162
2026-01-09 22:50:00,283501832438
2026-01-09 22:55:00,285015462052
2026-01-09 23:00:00,289966187807
2026-01-09 23:05:00,290016434258
2026-01-09 23:10:00,290055596114
2026-01-09 23:15:00,294057409741
2026-01-09 23:20:00,290113117389
2026-01-09 23:25:00,290658858435
2026-01-09 23:30:00,278701158728
2026-01-09 23:35:00,268922136166
2026-01-09 23:40:00,268835052257
2026-01-09 23:45:00,269473813135
2026-01-09 23:50:00,269076506051
2026-01-09 23:55:00,270775528325
2026-01-10 00:00:00,291225956188
2026-01-10 00:05:00,304649374597
2026-01-10 00:10:00,305092450386
2026-01-10 00:15:00,276179474022
2026-01-10 00:20:00,278922474455
2026-01-10 00:25:00,305438978867
2026-01-10 00:30:00,353774786314
2026-01-10 00:35:00,364728251843
2026-01-10 00:40:00,254455047127
2026-01-10 00:45:00,348688465756
2026-01-10 00:50:00,290801394975
2026-01-10 00:55:00,411913847439
2026-01-10 01:00:00,198236926935
2026-01-10 01:05:00,429049490309
2026-01-10 01:10:00,266568984330
2026-01-10 01:15:00,345063094845
2026-01-10 01:20:00,388678853591
2026-01-10 01:25:00,244653943685
2026-01-10 01:30:00,205358112276
2026-01-10 01:35:00,252662238904
2026-01-10 01:40:00,249202357043
2026-01-10 01:45:00,201446482575
2026-01-10 01:50:00,424204760678
2026-01-10 01:55:00,424662690529
2026-01-10 02:00:00,368530984305
2026-01-10 02:05:00,436041296609
2026-01-10 02:10:00,232943026340
2026-01-10 02:15:00,365154244362
2026-01-10 02:20:00,171316568392
2026-01-10 02:25:00,260754348769
2026-01-10 02:30:00,260769636188
2026-01-10 02:35:00,211806950523
2026-01-10 02:40:00,377764599071
2026-01-10 02:45:00,199024013148
2026-01-10 02:50:00,437883150991
2026-01-10 02:55:00,177040032727
2026-01-10 03:00:00,325537906852
2026-01-10 03:05:00,359662720451
2026-01-10 03:10:00,266981908316
2026-01-10 03:15:00,211705908593
2026-01-10 03:20:00,191915959419
2026-01-10 03:25:00,188605539123
2026-01-10 03:30:00,188319344230
2026-01-10 03:35:00,187549735322
2026-01-10 03:40:00,185169956045
2026-01-10 03:45:00,185581200179
2026-01-10 03:50:00,184094289101
2026-01-10 03:55:00,184286420992
2026-01-10 04:00:00,185289904947
2026-01-10 04:05:00,185889895219
2026-01-10 04:10:00,184420130816
2026-01-10 04:15:00,184694249062
2026-01-10 04:20:00,184680529101
2026-01-10 04:25:00,184092546662
2026-01-10 04:30:00,185877452390
2026-01-10 04:35:00,185817354240
2026-01-10 04:40:00,197797748736
2026-01-10 04:45:00,186282459955
2026-01-10 04:50:00,186674757632
2026-01-10 04:55:00,188586906419
2026-01-10 05:00:00,190730614374
2026-01-10 05:05:00,197234046075
2026-01-10 05:10:00,191148483052
2026-01-10 05:15:00,190878579917
2026-01-10 05:20:00,193181236429
2026-01-10 05:25:00,196520879718
2026-01-10 05:30:00,200079644590
2026-01-10 05:35:00,203180961300
2026-01-10 05:40:00,204061019177
2026-01-10 05:45:00,205140053361
2026-01-10 05:50:00,207456899236
2026-01-10 05:55:00,210908586803
2026-01-10 06:00:00,243986871419
2026-01-10 06:05:00,221894216745
2026-01-10 06:10:00,225146658161
2026-01-10 06:15:00,246613665874
2026-01-10 06:20:00,238841811272
2026-01-10 06:25:00,206502019891
2026-01-10 06:30:00,242844721316
2026-01-10 06:35:00,247892157399
2026-01-10 06:40:00,259332585882
2026-01-10 06:45:00,266267629650
2026-01-10 06:50:00,276130954281
2026-01-10 06:55:00,313492895007
2026-01-10 07:00:00,262870874194
2026-01-10 07:05:00,277139748946
2026-01-10 07:10:00,304650051748
2026-01-10 07:15:00,306919666647
2026-01-10 07:20:00,306278440960
2026-01-10 07:25:00,306156273172
2026-01-10 07:30:00,305408496108
2026-01-10 07:35:00,303908649533
2026-01-10 07:40:00,299682028749
2026-01-10 07:45:00,296504805622
2026-01-10 07:50:00,288160024986
2026-01-10 07:55:00,291752928051
2026-01-10 08:00:00,320933511660
2026-01-10 08:05:00,324425249915
2026-01-10 08:10:00,325145419940
2026-01-10 08:15:00,330665646490
2026-01-10 08:20:00,327390794711
2026-01-10 08:25:00,322772771144
2026-01-10 08:30:00,327765172552
2026-01-10 08:35:00,326294558147
2026-01-10 08:40:00,330644503593
2026-01-10 08:45:00,339068240855
2026-01-10 08:50:00,337960434401
2026-01-10 08:55:00,337221511578
2026-01-10 09:00:00,368915896730
2026-01-10 09:05:00,349975151903
2026-01-10 09:10:00,342164784579
2026-01-10 09:15:00,364372471972
2026-01-10 09:20:00,349883147387
2026-01-10 09:25:00,348424093368
2026-01-10 09:30:00,358806734111
2026-01-10 09:35:00,341116888351
2026-01-10 09:40:00,349088963461
2026-01-10 09:45:00,356783124644
2026-01-10 09:50:00,340703030641
2026-01-10 09:55:00,342463786844
2026-01-10 10:00:00,351412113408
2026-01-10 10:05:00,344277340324
2026-01-10 10:10:00,347799250207
2026-01-10 10:15:00,349718892052
2026-01-10 10:20:00,343222026895
2026-01-10 10:25:00,349354982113
2026-01-10 10:30:00,348241832182
2026-01-10 10:35:00,340090580173
2026-01-10 10:40:00,341632868024
2026-01-10 10:45:00,352806264340
2026-01-10 10:50:00,345686112502
2026-01-10 10:55:00,346629267456
2026-01-10 11:00:00,348883901153
2026-01-10 11:05:00,341354449797
2026-01-10 11:10:00,344643346268
2026-01-10 11:15:00,346326460170
2026-01-10 11:20:00,345329234248
2026-01-10 11:25:00,345961513124
2026-01-10 11:30:00,349057320878
2026-01-10 11:35:00,333934500086
2026-01-10 11:40:00,342989076398
