time,value
2026-01-01 15:40:00,47051111762
2026-01-01 15:45:00,47166867768
2026-01-01 15:50:00,46550096992
2026-01-01 15:55:00,50654255624
2026-01-01 16:00:00,48756451210
2026-01-01 16:05:00,47546252458
2026-01-01 16:10:00,46617734565
2026-01-01 16:15:00,41617442821
2026-01-01 16:20:00,41975295115
2026-01-01 16:25:00,42063173616
2026-01-01 16:30:00,44651166850
2026-01-01 16:35:00,44920964304
2026-01-01 16:40:00,40934334288
2026-01-01 16:45:00,44816058424
2026-01-01 16:50:00,43336565834
2026-01-01 16:55:00,42088542350
2026-01-01 17:00:00,46407192632
2026-01-01 17:05:00,47507520450
2026-01-01 17:10:00,46698748486
2026-01-01 17:15:00,43599294994
2026-01-01 17:20:00,39333597403
2026-01-01 17:25:00,41307697570
2026-01-01 17:30:00,47394010630
2026-01-01 17:35:00,48993416490
2026-01-01 17:40:00,43993644312
2026-01-01 17:45:00,43350739510
2026-01-01 17:50:00,43122799442
2026-01-01 17:55:00,44563142613
2026-01-01 18:00:00,50590392874
2026-01-01 18:05:00,45238204894
2026-01-01 18:10:00,42006679688
2026-01-01 18:15:00,40061886366
2026-01-01 18:20:00,40955248982
2026-01-01 18:25:00,43914367629
2026-01-01 18:30:00,44208990141
2026-01-01 18:35:00,41456849586
2026-01-01 18:40:00,42526790066
2026-01-01 18:45:00,48670195531
2026-01-01 18:50:00,44869048373
2026-01-01 18:55:00,41228447138
2026-01-01 19:00:00,40042822258
2026-01-01 19:05:00,39783219334
2026-01-01 19:10:00,43042537043
2026-01-01 19:15:00,39445254448
2026-01-01 19:20:00,37648101685
2026-01-01 19:25:00,40693434075
2026-01-01 19:30:00,35325214830
2026-01-01 19:35:00,34979235328
2026-01-01 19:40:00,35833760672
2026-01-01 19:45:00,35172297962
2026-01-01 19:50:00,38328663514
2026-01-01 19:55:00,32060486875
2026-01-01 20:00:00,40678390434
2026-01-01 20:05:00,42026666117
2026-01-01 20:10:00,40685380522
2026-01-01 20:15:00,44065257245
2026-01-01 20:20:00,37577217085
2026-01-01 20:25:00,36009739586
2026-01-01 20:30:00,39389198210
2026-01-01 20:35:00,43469401446
2026-01-01 20:40:00,39226645888
2026-01-01 20:45:00,37158882226
2026-01-01 20:50:00,33715884150
2026-01-01 20:55:00,35255654952
2026-01-01 21:00:00,35349455771
2026-01-01 21:05:00,38210948838
2026-01-01 21:10:00,37944839957
2026-01-01 21:15:00,37243430147
2026-01-01 21:20:00,35692085866
2026-01-01 21:25:00,32735623872
2026-01-01 21:30:00,39352330715
2026-01-01 21:35:00,32486308320
2026-01-01 21:40:00,30223196341
2026-01-01 21:45:00,30858680528
2026-01-01 21:50:00,33829896869
2026-01-01 21:55:00,30528600902
2026-01-01 22:00:00,34139411712
2026-01-01 22:05:00,29767782645
2026-01-01 22:10:00,27802443605
2026-01-01 22:15:00,25965380616
2026-01-01 22:20:00,27971913669
2026-01-01 22:25:00,24781888062
2026-01-01 22:30:00,22294774242
2026-01-01 22:35:00,23080718699
2026-01-01 22:40:00,23870788730
2026-01-01 22:45:00,24658476354
2026-01-01 22:50:00,24817410858
2026-01-01 22:55:00,23199073678
2026-01-01 23:00:00,21235858582
2026-01-01 23:05:00,23225720387
2026-01-01 23:10:00,23088719914
2026-01-01 23:15:00,22458430579
2026-01-01 23:20:00,21492305123
2026-01-01 23:25:00,20169215550
2026-01-01 23:30:00,20789482536
2026-01-01 23:35:00,24109177987
2026-01-01 23:40:00,23069538840
2026-01-01 23:45:00,22315136149
2026-01-01 23:50:00,23282878648
2026-01-01 23:55:00,22262739488
2026-01-02 00:00:00,37054387027
2026-01-02 00:05:00,54079751208
2026-01-02 00:10:00,49026524597
2026-01-02 00:15:00,54048463048
2026-01-02 00:20:00,40737842360
2026-01-02 00:25:00,35121844728
2026-01-02 00:30:00,56590201795
2026-01-02 00:35:00,55998570866
2026-01-02 00:40:00,54564635691
2026-01-02 00:45:00,43484217958
2026-01-02 00:50:00,42872288242
2026-01-02 00:55:00,40375353774
2026-01-02 01:00:00,37545621442
2026-01-02 01:05:00,43986539608
2026-01-02 01:10:00,37500537382
2026-01-02 01:15:00,40978620365
2026-01-02 01:20:00,40471435592
2026-01-02 01:25:00,44955175718
2026-01-02 01:30:00,39551814014
2026-01-02 01:35:00,34319420008
2026-01-02 01:40:00,37058193283
2026-01-02 01:45:00,32414735779
2026-01-02 01:50:00,28653462160
2026-01-02 01:55:00,29747391240
2026-01-02 02:00:00,23587693301
2026-01-02 02:05:00,29713520858
2026-01-02 02:10:00,30404120312
2026-01-02 02:15:00,29790640760
2026-01-02 02:20:00,32221493389
2026-01-02 02:25:00,32369016062
2026-01-02 02:30:00,33179857184
2026-01-02 02:35:00,30538305386
2026-01-02 02:40:00,28653409363
2026-01-02 02:45:00,25828945282
2026-01-02 02:50:00,25674507544
2026-01-02 02:55:00,26193274141
2026-01-02 03:00:00,29241280368
2026-01-02 03:05:00,26524314517
2026-01-02 03:10:00,28699644667
2026-01-02 03:15:00,28056607576
2026-01-02 03:20:00,26426516397
2026-01-02 03:25:00,23685072005
2026-01-02 03:30:00,23930708536
2026-01-02 03:35:00,19897682094
2026-01-02 03:40:00,23214216571
2026-01-02 03:45:00,24379017922
2026-01-02 03:50:00,22389685040
2026-01-02 03:55:00,20032035989
2026-01-02 04:00:00,16938367634
2026-01-02 04:05:00,18179327082
2026-01-02 04:10:00,16962228971
2026-01-02 04:15:00,16372524021
2026-01-02 04:20:00,15394209978
2026-01-02 04:25:00,16200468952
2026-01-02 04:30:00,17710134715
2026-01-02 04:35:00,18708467392
2026-01-02 04:40:00,21177420830
2026-01-02 04:45:00,22863567088
2026-01-02 04:50:00,22645108931
2026-01-02 04:55:00,24635145878
2026-01-02 05:00:00,24265879838
2026-01-02 05:05:00,26221041170
2026-01-02 05:10:00,29178951957
2026-01-02 05:15:00,30399837706
2026-01-02 05:20:00,29591097662
2026-01-02 05:25:00,28652075598
2026-01-02 05:30:00,28985156488
2026-01-02 05:35:00,25473019218
2026-01-02 05:40:00,21090951955
2026-01-02 05:45:00,21790028194
2026-01-02 05:50:00,24239678333
2026-01-02 05:55:00,22520843011
2026-01-02 06:00:00,22194925960
2026-01-02 06:05:00,28073211930
2026-01-02 06:10:00,24875602734
2026-01-02 06:15:00,24841668382
2026-01-02 06:20:00,26455620896
2026-01-02 06:25:00,26788693552
2026-01-02 06:30:00,32973395714
2026-01-02 06:35:00,35435301912
2026-01-02 06:40:00,39759515750
2026-01-02 06:45:00,37186255115
2026-01-02 06:50:00,33481795112
2026-01-02 06:55:00,38431366328
2026-01-02 07:00:00,46586710194
2026-01-02 07:05:00,49877906760
2026-01-02 07:10:00,48039675118
2026-01-02 07:15:00,46511627467
2026-01-02 07:20:00,47774760797
2026-01-02 07:25:00,50236813186
2026-01-02 07:30:00,55413275482
2026-01-02 07:35:00,54040786558
2026-01-02 07:40:00,52149725566
2026-01-02 07:45:00,46356196795
2026-01-02 07:50:00,51437375186
2026-01-02 07:55:00,49754751939
2026-01-02 08:00:00,53860865078
2026-01-02 08:05:00,52438837917
2026-01-02 08:10:00,57915872717
2026-01-02 08:15:00,55244018989
2026-01-02 08:20:00,61214155730
2026-01-02 08:25:00,54342069706
2026-01-02 08:30:00,55873016445
2026-01-02 08:35:00,57936841654
2026-01-02 08:40:00,56662986114
2026-01-02 08:45:00,55926392762
2026-01-02 08:50:00,60167207501
2026-01-02 08:55:00,53064715346
2026-01-02 09:00:00,56824105675
2026-01-02 09:05:00,54288970690
2026-01-02 09:10:00,54678310976
2026-01-02 09:15:00,54428198147
2026-01-02 09:20:00,52360232680
2026-01-02 09:25:00,53023037419
2026-01-02 09:30:00,58183164314
2026-01-02 09:35:00,56141203093
2026-01-02 09:40:00,56412571250
2026-01-02 09:45:00,56067155718
2026-01-02 09:50:00,50907989211
2026-01-02 09:55:00,53951865509
2026-01-02 10:00:00,55930751306
2026-01-02 10:05:00,57236825552
2026-01-02 10:10:00,56098113069
2026-01-02 10:15:00,51752136218
2026-01-02 10:20:00,56161736261
2026-01-02 10:25:00,53893763422
2026-01-02 10:30:00,52279446976
2026-01-02 10:35:00,57539797110
2026-01-02 10:40:00,58250493488
2026-01-02 10:45:00,56218837333
2026-01-02 10:50:00,59171386830
2026-01-02 10:55:00,56454914352
2026-01-02 11:00:00,54176400374
2026-01-02 11:05:00,55676384467
2026-01-02 11:10:00,51567933565
2026-01-02 11:15:00,50087790261
2026-01-02 11:20:00,52695664923
2026-01-02 11:25:00,51049161763
2026-01-02 11:30:00,46981545973
2026-01-02 11:35:00,51067615530
2026-01-02 11:40:00,51910918363
2026-01-02 11:45:00,47570297882
2026-01-02 11:50:00,55722936982
2026-01-02 11:55:00,52263678053
2026-01-02 12:00:00,52228828901
2026-01-02 12:05:00,47925772685
2026-01-02 12:10:00,51819744520
2026-01-02 12:15:00,50993635293
2026-01-02 12:20:00,54607719859
2026-01-02 12:25:00,55224263258
2026-01-02 12:30:00,57078450902
2026-01-02 12:35:00,58612913600
2026-01-02 12:40:00,48190312989
2026-01-02 12:45:00,50243616741
2026-01-02 12:50:00,47501924990
2026-01-02 12:55:00,49574782538
2026-01-02 13:00:00,48492764544
2026-01-02 13:05:00,49157830610
2026-01-02 13:10:00,49408392587
2026-01-02 13:15:00,44239048954
2026-01-02 13:20:00,47166779704
2026-01-02 13:25:00,44977920491
2026-01-02 13:30:00,46090001922
2026-01-02 13:35:00,42676145435
2026-01-02 13:40:00,40995156754
2026-01-02 13:45:00,41631447160
2026-01-02 13:50:00,40055017989
2026-01-02 13:55:00,41666878470
2026-01-02 14:00:00,38700415475
2026-01-02 14:05:00,39208354206
2026-01-02 14:10:00,39874735690
2026-01-02 14:15:00,38284589232
2026-01-02 14:20:00,36365907680
2026-01-02 14:25:00,36960457536
2026-01-02 14:30:00,41300648138
2026-01-02 14:35:00,39354694990
2026-01-02 14:40:00,35989272656
2026-01-02 14:45:00,36837821194
2026-01-02 14:50:00,39502669237
2026-01-02 14:55:00,42696528541
2026-01-02 15:00:00,42000351270
2026-01-02 15:05:00,53561032794
2026-01-02 15:10:00,53194713525
2026-01-02 15:15:00,51429098221
2026-01-02 15:20:00,47165842803
2026-01-02 15:25:00,44430614822
2026-01-02 15:30:00,48931453922
2026-01-02 15:35:00,44403131501
2026-01-02 15:40:00,50100286717
2026-01-02 15:45:00,48933754011
2026-01-02 15:50:00,48358632614
2026-01-02 15:55:00,49446958738
2026-01-02 16:00:00,45308685110
2026-01-02 16:05:00,44063843522
2026-01-02 16:10:00,43218417778
2026-01-02 16:15:00,42552651258
2026-01-02 16:20:00,47955897198
2026-01-02 16:25:00,42002133962
2026-01-02 16:30:00,41070115085
2026-01-02 16:35:00,42123255101
2026-01-02 16:40:00,46262884683
2026-01-02 16:45:00,45068290147
2026-01-02 16:50:00,44126947091
2026-01-02 16:55:00,38372786162
2026-01-02 17:00:00,38785052062
2026-01-02 17:05:00,45350216661
2026-01-02 17:10:00,47383424456
2026-01-02 17:15:00,47015805618
2026-01-02 17:20:00,49578269488
2026-01-02 17:25:00,44599018014
2026-01-02 17:30:00,41962430070
2026-01-02 17:35:00,43833905610
2026-01-02 17:40:00,44859136078
2026-01-02 17:45:00,45886140160
2026-01-02 17:50:00,47512480550
2026-01-02 17:55:00,49153475358
2026-01-02 18:00:00,48565671547
2026-01-02 18:05:00,45576550083
2026-01-02 18:10:00,40557133666
2026-01-02 18:15:00,42164074552
2026-01-02 18:20:00,41746320411
2026-01-02 18:25:00,40663124968
2026-01-02 18:30:00,41582120256
2026-01-02 18:35:00,39646850307
2026-01-02 18:40:00,39501319706
2026-01-02 18:45:00,39111186634
2026-01-02 18:50:00,40017652978
2026-01-02 18:55:00,44563208963
2026-01-02 19:00:00,45722082096
2026-01-02 19:05:00,43725715312
2026-01-02 19:10:00,43975415059
2026-01-02 19:15:00,41295963062
2026-01-02 19:20:00,40604029333
2026-01-02 19:25:00,41484695976
2026-01-02 19:30:00,39825637294
2026-01-02 19:35:00,46424099230
2026-01-02 19:40:00,35207535646
2026-01-02 19:45:00,42456357778
2026-01-02 19:50:00,39529811477
2026-01-02 19:55:00,35499761861
2026-01-02 20:00:00,38034150784
2026-01-02 20:05:00,42162573842
2026-01-02 20:10:00,41391655306
2026-01-02 20:15:00,36063582059
2026-01-02 20:20:00,41332266226
2026-01-02 20:25:00,39015556187
2026-01-02 20:30:00,39759136173
2026-01-02 20:35:00,36315178544
2026-01-02 20:40:00,38675893136
2026-01-02 20:45:00,36798332630
2026-01-02 20:50:00,34477451936
2026-01-02 20:55:00,35231323746
2026-01-02 21:00:00,34169617338
2026-01-02 21:05:00,35559488958
2026-01-02 21:10:00,32820206571
2026-01-02 21:15:00,34811206162
2026-01-02 21:20:00,34851799925
2026-01-02 21:25:00,32907123718
2026-01-02 21:30:00,33527445427
2026-01-02 21:35:00,32688446067
2026-01-02 21:40:00,30081623872
2026-01-02 21:45:00,31466367454
2026-01-02 21:50:00,30969693259
2026-01-02 21:55:00,32486333526
2026-01-02 22:00:00,33017990037
2026-01-02 22:05:00,28791998395
2026-01-02 22:10:00,27257500557
2026-01-02 22:15:00,25292537669
2026-01-02 22:20:00,26343398891
2026-01-02 22:25:00,25608973230
2026-01-02 22:30:00,29691494635
2026-01-02 22:35:00,28621161373
2026-01-02 22:40:00,24232625190
2026-01-02 22:45:00,23581905218
2026-01-02 22:50:00,24491480920
2026-01-02 22:55:00,22756065613
2026-01-02 23:00:00,21634351206
2026-01-02 23:05:00,26014546358
2026-01-02 23:10:00,24335321883
2026-01-02 23:15:00,22844968874
2026-01-02 23:20:00,21349749933
2026-01-02 23:25:00,21841798683
2026-01-02 23:30:00,21903752322
2026-01-02 23:35:00,20821762083
2026-01-02 23:40:00,23430817587
2026-01-02 23:45:00,21672805626
2026-01-02 23:50:00,20100885970
2026-01-02 23:55:00,19353018389
2026-01-03 00:00:00,32472375984
2026-01-03 00:05:00,48380110371
2026-01-03 00:10:00,53850574456
2026-01-03 00:15:00,50303154066
2026-01-03 00:20:00,41313910274
2026-01-03 00:25:00,44166751342
2026-01-03 00:30:00,46576082086
2026-01-03 00:35:00,55785179467
2026-01-03 00:40:00,55705408662
2026-01-03 00:45:00,51944103058
2026-01-03 00:50:00,54518739187
2026-01-03 00:55:00,44564780720
2026-01-03 01:00:00,38854278789
2026-01-03 01:05:00,47256134250
2026-01-03 01:10:00,48467441787
2026-01-03 01:15:00,43948095186
2026-01-03 01:20:00,45071432683
2026-01-03 01:25:00,43418246426
2026-01-03 01:30:00,42841810312
2026-01-03 01:35:00,36750684907
2026-01-03 01:40:00,32216174765
2026-01-03 01:45:00,30158483917
2026-01-03 01:50:00,33207113072
2026-01-03 01:55:00,29260162736
2026-01-03 02:00:00,24426043267
2026-01-03 02:05:00,31613550422
2026-01-03 02:10:00,35120762368
2026-01-03 02:15:00,38369211850
2026-01-03 02:20:00,34584623310
2026-01-03 02:25:00,34631114008
2026-01-03 02:30:00,36739918323
2026-01-03 02:35:00,39973605974
2026-01-03 02:40:00,34730046085
2026-01-03 02:45:00,36938959330
2026-01-03 02:50:00,35608090034
2026-01-03 02:55:00,35325474315
2026-01-03 03:00:00,34811301798
2026-01-03 03:05:00,35733657016
2026-01-03 03:10:00,35020044477
2026-01-03 03:15:00,29846519114
2026-01-03 03:20:00,28701257240
2026-01-03 03:25:00,28299013981
2026-01-03 03:30:00,27274922435
2026-01-03 03:35:00,24255800934
2026-01-03 03:40:00,22681236835
2026-01-03 03:45:00,21415723419
2026-01-03 03:50:00,20950118755
2026-01-03 03:55:00,21919108906
2026-01-03 04:00:00,22437239958
2026-01-03 04:05:00,21419205933
2026-01-03 04:10:00,20588699931
2026-01-03 04:15:00,20916702637
2026-01-03 04:20:00,21278396438
2026-01-03 04:25:00,21913923234
2026-01-03 04:30:00,19767470482
2026-01-03 04:35:00,21153481613
2026-01-03 04:40:00,26208909587
2026-01-03 04:45:00,26757750949
2026-01-03 04:50:00,28637257235
2026-01-03 04:55:00,30566827578
2026-01-03 05:00:00,30181698302
2026-01-03 05:05:00,31857962370
2026-01-03 05:10:00,36074102946
2026-01-03 05:15:00,36380470437
2026-01-03 05:20:00,34182041330
2026-01-03 05:25:00,35628693019
2026-01-03 05:30:00,31936072091
2026-01-03 05:35:00,21354513682
2026-01-03 05:40:00,20992787224
2026-01-03 05:45:00,19034444874
2026-01-03 05:50:00,18181629248
2026-01-03 05:55:00,20592713552
2026-01-03 06:00:00,21329104403
2026-01-03 06:05:00,23313322035
2026-01-03 06:10:00,23772635352
2026-01-03 06:15:00,21896147795
2026-01-03 06:20:00,25209887443
2026-01-03 06:25:00,28617575154
2026-01-03 06:30:00,42893956717
2026-01-03 06:35:00,43643612091
2026-01-03 06:40:00,41491987754
2026-01-03 06:45:00,36900863197
2026-01-03 06:50:00,40512814566
2026-01-03 06:55:00,39059836341
2026-01-03 07:00:00,44631508845
2026-01-03 07:05:00,47302048960
2026-01-03 07:10:00,49151220946
2026-01-03 07:15:00,54844348422
2026-01-03 07:20:00,56744015584
2026-01-03 07:25:00,56029893166
2026-01-03 07:30:00,58530218171
2026-01-03 07:35:00,53388832555
2026-01-03 07:40:00,57606047699
2026-01-03 07:45:00,53404786878
2026-01-03 07:50:00,53604995837
2026-01-03 07:55:00,51336629496
2026-01-03 08:00:00,57605956149
2026-01-03 08:05:00,58035508872
2026-01-03 08:10:00,56954580762
2026-01-03 08:15:00,55399302426
2026-01-03 08:20:00,52884371605
2026-01-03 08:25:00,55883662098
2026-01-03 08:30:00,58021510678
2026-01-03 08:35:00,58535152861
2026-01-03 08:40:00,58038340338
2026-01-03 08:45:00,56518766738
2026-01-03 08:50:00,57859527939
2026-01-03 08:55:00,56321182552
2026-01-03 09:00:00,62376955208
2026-01-03 09:05:00,60665340299
2026-01-03 09:10:00,56244918968
2026-01-03 09:15:00,59046889635
2026-01-03 09:20:00,55412794400
2026-01-03 09:25:00,53980571346
2026-01-03 09:30:00,58099106736
2026-01-03 09:35:00,56503780442
2026-01-03 09:40:00,58677638797
2026-01-03 09:45:00,57992833474
2026-01-03 09:50:00,56448124536
2026-01-03 09:55:00,58240064456
2026-01-03 10:00:00,56965550955
2026-01-03 10:05:00,57801765925
2026-01-03 10:10:00,58292224661
2026-01-03 10:15:00,58247735760
2026-01-03 10:20:00,56004861736
2026-01-03 10:25:00,56363193251
2026-01-03 10:30:00,56573582403
2026-01-03 10:35:00,57103604555
2026-01-03 10:40:00,57836734178
2026-01-03 10:45:00,52271379872
2026-01-03 10:50:00,51196988509
2026-01-03 10:55:00,54356400050
2026-01-03 11:00:00,53681830448
2026-01-03 11:05:00,56005891819
2026-01-03 11:10:00,51246254358
2026-01-03 11:15:00,49966304786
2026-01-03 11:20:00,52127520117
2026-01-03 11:25:00,53704377485
2026-01-03 11:30:00,50957692331
2026-01-03 11:35:00,49752618811
2026-01-03 11:40:00,52794587710
2026-01-03 11:45:00,52690965189
2026-01-03 11:50:00,49583131334
2026-01-03 11:55:00,48394273131
2026-01-03 12:00:00,48706270406
2026-01-03 12:05:00,48100552434
2026-01-03 12:10:00,48082616822
2026-01-03 12:15:00,49749663864
2026-01-03 12:20:00,54697198926
2026-01-03 12:25:00,47410766558
2026-01-03 12:30:00,53387655326
2026-01-03 12:35:00,54145202114
2026-01-03 12:40:00,52419245434
2026-01-03 12:45:00,43793220258
2026-01-03 12:50:00,42400029677
2026-01-03 12:55:00,43586334059
2026-01-03 13:00:00,44039388158
2026-01-03 13:05:00,46817408118
2026-01-03 13:10:00,48600655533
2026-01-03 13:15:00,45723187590
2026-01-03 13:20:00,42704763238
2026-01-03 13:25:00,40046916882
2026-01-03 13:30:00,46202172219
2026-01-03 13:35:00,44738208112
2026-01-03 13:40:00,41205425789
2026-01-03 13:45:00,42718671139
2026-01-03 13:50:00,42881784074
2026-01-03 13:55:00,42938453371
2026-01-03 14:00:00,43216586738
2026-01-03 14:05:00,43796065619
2026-01-03 14:10:00,44618025610
2026-01-03 14:15:00,42883042989
2026-01-03 14:20:00,40987526426
2026-01-03 14:25:00,40790993610
2026-01-03 14:30:00,41881490290
2026-01-03 14:35:00,41733427877
2026-01-03 14:40:00,43256624502
2026-01-03 14:45:00,44745106083
2026-01-03 14:50:00,37760167022
2026-01-03 14:55:00,41532970429
2026-01-03 15:00:00,49428425987
2026-01-03 15:05:00,48965840008
2026-01-03 15:10:00,56134038170
2026-01-03 15:15:00,53055915162
2026-01-03 15:20:00,48769633587
2026-01-03 15:25:00,46710440243
2026-01-03 15:30:00,48044311019
2026-01-03 15:35:00,45830125686
2026-01-03 15:40:00,46974259005
2026-01-03 15:45:00,45945358982
2026-01-03 15:50:00,45455672027
2026-01-03 15:55:00,45711910821
2026-01-03 16:00:00,46601749419
2026-01-03 16:05:00,47066562806
2026-01-03 16:10:00,50656807014
2026-01-03 16:15:00,49075849442
2026-01-03 16:20:00,42094020326
2026-01-03 16:25:00,46245460984
2026-01-03 16:30:00,47485247166
2026-01-03 16:35:00,43600155693
2026-01-03 16:40:00,47210730587
2026-01-03 16:45:00,43904663875
2026-01-03 16:50:00,43903942109
2026-01-03 16:55:00,45546630781
2026-01-03 17:00:00,45036524682
2026-01-03 17:05:00,47406730386
2026-01-03 17:10:00,46996473662
2026-01-03 17:15:00,48740368082
2026-01-03 17:20:00,51833112992
2026-01-03 17:25:00,46259711043
2026-01-03 17:30:00,49205894590
2026-01-03 17:35:00,44099894824
2026-01-03 17:40:00,47857424110
2026-01-03 17:45:00,46368507950
2026-01-03 17:50:00,42260117155
2026-01-03 17:55:00,44627963083
2026-01-03 18:00:00,50956531283
2026-01-03 18:05:00,50338582096
2026-01-03 18:10:00,48015672542
2026-01-03 18:15:00,50455769226
2026-01-03 18:20:00,48909033318
2026-01-03 18:25:00,51393683640
2026-01-03 18:30:00,53082400634
2026-01-03 18:35:00,46036804478
2026-01-03 18:40:00,47129264390
2026-01-03 18:45:00,42912349843
2026-01-03 18:50:00,45669831056
2026-01-03 18:55:00,48753855427
2026-01-03 19:00:00,44318363906
2026-01-03 19:05:00,39911429848
2026-01-03 19:10:00,43301957101
2026-01-03 19:15:00,48071526389
2026-01-03 19:20:00,46259026163
2026-01-03 19:25:00,46119046918
2026-01-03 19:30:00,38569931642
2026-01-03 19:35:00,39707200616
2026-01-03 19:40:00,37731019139
2026-01-03 19:45:00,35479186123
2026-01-03 19:50:00,36043304187
2026-01-03 19:55:00,37748437506
2026-01-03 20:00:00,47447327003
2026-01-03 20:05:00,48417666013
2026-01-03 20:10:00,45750228667
2026-01-03 20:15:00,44055453896
2026-01-03 20:20:00,41732315677
2026-01-03 20:25:00,37834073029
2026-01-03 20:30:00,37927520829
2026-01-03 20:35:00,36732065394
2026-01-03 20:40:00,38788015826
2026-01-03 20:45:00,36930326667
2026-01-03 20:50:00,37252348626
2026-01-03 20:55:00,40581134234
2026-01-03 21:00:00,34002100218
2026-01-03 21:05:00,36560435288
2026-01-03 21:10:00,40763476330
2026-01-03 21:15:00,43892828198
2026-01-03 21:20:00,39250690715
2026-01-03 21:25:00,34987295848
2026-01-03 21:30:00,41305169888
2026-01-03 21:35:00,32626489026
2026-01-03 21:40:00,33032795603
2026-01-03 21:45:00,36814762344
2026-01-03 21:50:00,30313387595
2026-01-03 21:55:00,33902771890
2026-01-03 22:00:00,32446930674
2026-01-03 22:05:00,32557741925
2026-01-03 22:10:00,28691795882
2026-01-03 22:15:00,29787145016
2026-01-03 22:20:00,30034537150
2026-01-03 22:25:00,29745823526
2026-01-03 22:30:00,28061986787
2026-01-03 22:35:00,29431090773
2026-01-03 22:40:00,27099549090
2026-01-03 22:45:00,26154553957
2026-01-03 22:50:00,22217141296
2026-01-03 22:55:00,22141010701
2026-01-03 23:00:00,22545170715
2026-01-03 23:05:00,24097076179
2026-01-03 23:10:00,20974410269
2026-01-03 23:15:00,21685210582
2026-01-03 23:20:00,21774568941
2026-01-03 23:25:00,21826733774
2026-01-03 23:30:00,19793881654
2026-01-03 23:35:00,21065320776
2026-01-03 23:40:00,21266728813
2026-01-03 23:45:00,18990262432
2026-01-03 23:50:00,22915347280
2026-01-03 23:55:00,21022632544
2026-01-04 00:00:00,38208668667
2026-01-04 00:05:00,42390145469
2026-01-04 00:10:00,39401416472
2026-01-04 00:15:00,56618979162
2026-01-04 00:20:00,61701253638
2026-01-04 00:25:00,25474933354
2026-01-04 00:30:00,12686019091
2026-01-04 00:35:00,28856265926
2026-01-04 00:40:00,40322123749
2026-01-04 00:45:00,58615479021
2026-01-04 00:50:00,58181635216
2026-01-04 00:55:00,57196133877
2026-01-04 01:00:00,58452570758
2026-01-04 01:05:00,52296188437
2026-01-04 01:10:00,60582411434
2026-01-04 01:15:00,59054757416
2026-01-04 01:20:00,52255745165
2026-01-04 01:25:00,47207241307
2026-01-04 01:30:00,38475405899
2026-01-04 01:35:00,38638267930
2026-01-04 01:40:00,41076016107
2026-01-04 01:45:00,33345562486
2026-01-04 01:50:00,29630569184
2026-01-04 01:55:00,24538126850
2026-01-04 02:00:00,18787719875
2026-01-04 02:05:00,21505773867
2026-01-04 02:10:00,24352387550
2026-01-04 02:15:00,24992114064
2026-01-04 02:20:00,24628045346
2026-01-04 02:25:00,26499506070
2026-01-04 02:30:00,27129326512
2026-01-04 02:35:00,28295056558
2026-01-04 02:40:00,28556324744
2026-01-04 02:45:00,28698142224
2026-01-04 02:50:00,28873361565
2026-01-04 02:55:00,28072981723
2026-01-04 03:00:00,26977544786
2026-01-04 03:05:00,26105052310
2026-01-04 03:10:00,21197050342
2026-01-04 03:15:00,22007802630
2026-01-04 03:20:00,23278056229
2026-01-04 03:25:00,25568914859
